"","TargetName","Module","CodeClass","GeneID","SystematicName","Negative","genes_lowCount_overNsamples","logFC","AveExpr","t","P.Value","adj.P.Val","B"
"Paip1","Paip1","Mm_R_NGS_WTA_v1.0","Endogenous","218693","Paip1",FALSE,FALSE,0.223535156398009,6.55223751554799,1.69893939818421,0.103030755362467,0.427655895060186,-5.0400452043112
"Grpel1","Grpel1","Mm_R_NGS_WTA_v1.0","Endogenous","17713","Grpel1",FALSE,FALSE,-0.21333637613731,7.03183310579024,-1.69877303132728,0.103062545506503,0.427655895060186,-5.02373690405269
"Duox2","Duox2","Mm_R_NGS_WTA_v1.0","Endogenous","214593","Duox2",FALSE,FALSE,1.421971163874,5.61677191461455,1.90989250428582,0.103102346599006,0.427655895060186,-4.82716078235441
"Galnt2","Galnt2","Mm_R_NGS_WTA_v1.0","Endogenous","108148","Galnt2",FALSE,FALSE,-0.206256596161607,5.19835104252839,-1.6985560688724,0.103104016193359,0.427655895060186,-5.05651002961085
"Timp2","Timp2","Mm_R_NGS_WTA_v1.0","Endogenous","21858","Timp2",FALSE,FALSE,0.24030472126921,4.71895180360981,1.69853882842482,0.103107312178027,0.427655895060186,-5.03874013369212
"Ftsj3","Ftsj3","Mm_R_NGS_WTA_v1.0","Endogenous","56095","Ftsj3",FALSE,FALSE,-0.210914658477038,4.63683417824626,-1.69847694297266,0.103119144016828,0.427655895060186,-5.02490460029073
"Rab9b","Rab9b","Mm_R_NGS_WTA_v1.0","Endogenous","319642","Rab9b",FALSE,FALSE,-0.269573373584296,3.51524662079271,-1.69843527921551,0.103127110331884,0.427655895060186,-4.85377956008786
"Fam210a","Fam210a","Mm_R_NGS_WTA_v1.0","Endogenous","108654","Fam210a",FALSE,FALSE,-0.204793208114411,5.15495118229348,-1.69843292791921,0.103127559926851,0.427655895060186,-5.05524306686189
"Tex13c3","Tex13c3","Mm_R_NGS_WTA_v1.0","Endogenous","278255","Tex13c3",FALSE,FALSE,0.27802823368491,3.53825404243636,1.69674887741123,0.103449997184004,0.428819719286212,-4.86935960405509
"Acyp1","Acyp1","Mm_R_NGS_WTA_v1.0","Endogenous","66204","Acyp1",FALSE,FALSE,0.195114043240517,5.30897744677282,1.69674274403239,0.103451173074307,0.428819719286212,-5.06513011379464
"Krt20","Krt20","Mm_R_NGS_WTA_v1.0","Endogenous","66809","Krt20",FALSE,FALSE,0.268110593462717,11.4612523625027,1.6964407128808,0.103509092458874,0.428970731317523,-4.91295855403358
"Tjp1","Tjp1","Mm_R_NGS_WTA_v1.0","Endogenous","21872","Tjp1",FALSE,FALSE,0.22615934300647,7.06019289422028,1.69594319216725,0.103604560108326,0.429191296237129,-5.02738365228507
"C1qtnf2","C1qtnf2","Mm_R_NGS_WTA_v1.0","Endogenous","69183","C1qtnf2",FALSE,FALSE,0.26978992676665,3.86502851250004,1.69593927187632,0.103605312656751,0.429191296237129,-4.93913204318097
"Olfr283","Olfr283","Mm_R_NGS_WTA_v1.0","Endogenous","259038","Olfr283",FALSE,FALSE,-0.310598949275705,3.89043400000251,-1.70868615875077,0.103643755646256,0.42926147177722,-4.91923114458936
"Tfg","Tfg","Mm_R_NGS_WTA_v1.0","Endogenous","21787","Tfg",FALSE,FALSE,0.23919490150794,6.66717851819668,1.69558175061278,0.103673962784626,0.429297514845363,-5.0412487199171
"Rgl3","Rgl3","Mm_R_NGS_WTA_v1.0","Endogenous","71746","Rgl3",FALSE,FALSE,-0.263216816333684,3.95066981301792,-1.69534779200487,0.103718907670204,0.429363245028047,-4.94950502585708
"Cyp2b13","Cyp2b13","Mm_R_NGS_WTA_v1.0","Endogenous","13089, 13094","Cyp2b9, Cyp2b13",FALSE,FALSE,0.208355583704019,4.49147392128611,1.69518847822385,0.103749522280912,0.429363245028047,-5.02496586246088
"Medag","Medag","Mm_R_NGS_WTA_v1.0","Endogenous","70717","Medag",FALSE,FALSE,0.226270213205252,4.1873598464111,1.6951383846892,0.103759150112779,0.429363245028047,-4.99226511092626
"Rbm39","Rbm39","Mm_R_NGS_WTA_v1.0","Endogenous","170791","Rbm39",FALSE,FALSE,0.235451503645054,7.60030552845693,1.69501087740967,0.103783660059897,0.429363245028047,-5.0121500022019
"Lhpp","Lhpp","Mm_R_NGS_WTA_v1.0","Endogenous","76429","Lhpp",FALSE,FALSE,0.259057468406889,3.64149086116592,1.69493953368355,0.103797376171185,0.429363245028047,-4.89555099498727
"Nsg2","Nsg2","Mm_R_NGS_WTA_v1.0","Endogenous","18197","Nsg2",FALSE,FALSE,-0.257508754200286,3.71892389293521,-1.69457474470157,0.103867532307216,0.429493609061685,-4.90548460415131
"Actr8","Actr8","Mm_R_NGS_WTA_v1.0","Endogenous","56249","Actr8",FALSE,FALSE,0.201999745323841,5.59931818198706,1.69444743116396,0.103892026680563,0.429493609061685,-5.06908084188039
"Gm38666","Gm38666","Mm_R_NGS_WTA_v1.0","Endogenous","12937, 103611158","Gm38666, Pcdha6",FALSE,FALSE,-0.251875058990571,3.89018579657988,-1.69407666009429,0.103963388746364,0.429493609061685,-4.94035663980339
"Gfm2","Gfm2","Mm_R_NGS_WTA_v1.0","Endogenous","320806","Gfm2",FALSE,FALSE,0.21764300777668,6.09853624346844,1.69391732990212,0.103994067687599,0.429493609061685,-5.06122104781262
"Rsad2","Rsad2","Mm_R_NGS_WTA_v1.0","Endogenous","58185","Rsad2",FALSE,FALSE,0.254898090195755,3.80886441925732,1.69388366703226,0.10400055043669,0.429493609061685,-4.93169909541962
"Tcf15","Tcf15","Mm_R_NGS_WTA_v1.0","Endogenous","21407","Tcf15",FALSE,FALSE,-0.246357072304217,3.78248436976913,-1.69383522973252,0.10400987902624,0.429493609061685,-4.91904078475254
"4930544D05Rik","4930544D05Rik","Mm_R_NGS_WTA_v1.0","Endogenous","668433","4930544D05Rik",FALSE,FALSE,0.257339603483671,3.74989448003888,1.6937289580548,0.10403034848372,0.429493609061685,-4.92036202900437
"Lsm10","Lsm10","Mm_R_NGS_WTA_v1.0","Endogenous","116748","Lsm10",FALSE,FALSE,0.296002107536355,4.74955669052816,1.71870253833806,0.10403058567922,0.429493609061685,-5.01967754188345
"Gm3414","Gm3414","Mm_R_NGS_WTA_v1.0","Endogenous","100041576, 209707","Gm3414, Lcorl",FALSE,FALSE,-0.202968998628426,5.06676469830574,-1.69365712671111,0.104044186170377,0.429493609061685,-5.05919231641555
"Slc18a2","Slc18a2","Mm_R_NGS_WTA_v1.0","Endogenous","214084","Slc18a2",FALSE,FALSE,-0.209573881072703,4.51803430895517,-1.69365409201322,0.10404477081301,0.429493609061685,-5.02126230580773
"Adap1","Adap1","Mm_R_NGS_WTA_v1.0","Endogenous","231821","Adap1",FALSE,FALSE,0.226580995616071,6.78191584857122,1.69354623988962,0.104065550620216,0.429493609061685,-5.04039268376725
"Scnm1","Scnm1","Mm_R_NGS_WTA_v1.0","Endogenous","69269","Scnm1",FALSE,FALSE,0.215281913079926,5.41928257758634,1.69337652527976,0.1040982565608,0.429539788285086,-5.07110206347846
"Tmtc3","Tmtc3","Mm_R_NGS_WTA_v1.0","Endogenous","237500","Tmtc3",FALSE,FALSE,-0.209299687287072,4.48899655648047,-1.69301822472092,0.104167333779405,0.429735995916151,-5.01964016120199
"Lsm14b","Lsm14b","Mm_R_NGS_WTA_v1.0","Endogenous","241846","Lsm14b",FALSE,FALSE,0.23703850728088,6.07230067002939,1.69259440698963,0.10424909229091,0.429984427562692,-5.06395428844105
"Olfr544","Olfr544","Mm_R_NGS_WTA_v1.0","Endogenous","257926","Olfr544",FALSE,FALSE,0.218201462122044,3.97972450028986,1.69232255884027,0.104301563035729,0.430111981591047,-4.96452659660347
"Vmn1r237","Vmn1r237","Mm_R_NGS_WTA_v1.0","Endogenous","171234","Vmn1r237",FALSE,FALSE,-0.241192687202248,3.63713971626666,-1.69201790693583,0.104360391988595,0.430265697081438,-4.89530680407801
"Lmtk2","Lmtk2","Mm_R_NGS_WTA_v1.0","Endogenous","231876","Lmtk2",FALSE,FALSE,0.369306690292674,6.93985424773043,1.75288072574982,0.104522615318335,0.430845544001638,-4.96656575793038
"Tcl1b4","Tcl1b4","Mm_R_NGS_WTA_v1.0","Endogenous","27380","Tcl1b4",FALSE,FALSE,-0.242880418694591,3.85924092682098,-1.69103569414961,0.104550250940997,0.430870491233511,-4.93864823352726
"Cers6","Cers6","Mm_R_NGS_WTA_v1.0","Endogenous","241447","Cers6",FALSE,FALSE,0.254011754836696,7.52093295902105,1.69156939953555,0.104581678739701,0.430911053184861,-5.01990990854635
"Bgn","Bgn","Mm_R_NGS_WTA_v1.0","Endogenous","12111","Bgn",FALSE,FALSE,-0.271016156325906,5.60106434298196,-1.70545533600455,0.104612645836397,0.430949700543128,-5.05253050348569
"Themis2","Themis2","Mm_R_NGS_WTA_v1.0","Endogenous","230787","Themis2",FALSE,FALSE,0.236550510642654,3.77790236333573,1.69037528465438,0.104678070703077,0.431124062452756,-4.93125742166187
"Gm11634","Gm11634","Mm_R_NGS_WTA_v1.0","Endogenous","667306","Gm11634",FALSE,FALSE,0.222876717343607,4.04294164412318,1.69027152850581,0.104698164342582,0.431124062452756,-4.97816553104938
"Pofut1","Pofut1","Mm_R_NGS_WTA_v1.0","Endogenous","140484","Pofut1",FALSE,FALSE,-0.2115516323757,5.61621586905148,-1.69015773808222,0.104720204998319,0.431125892427604,-5.07180700237146
"Ttc9b","Ttc9b","Mm_R_NGS_WTA_v1.0","Endogenous","73032","Ttc9b",FALSE,FALSE,-0.252388406832275,3.62137209439036,-1.68990341990381,0.104769479411972,0.431239818041486,-4.89199502474387
"Ppt1","Ppt1","Mm_R_NGS_WTA_v1.0","Endogenous","19063","Ppt1",FALSE,FALSE,-0.231165966556234,4.94416592956094,-1.68966105768042,0.104816455623027,0.43128325217521,-5.05821251919908
"Erlin1","Erlin1","Mm_R_NGS_WTA_v1.0","Endogenous","226144","Erlin1",FALSE,FALSE,0.279010627671926,6.97388833715979,1.70329638007046,0.104823239971654,0.43128325217521,-5.02358207493512
"Cavin1","Cavin1","Mm_R_NGS_WTA_v1.0","Endogenous","19285","Cavin1",FALSE,FALSE,-0.238996629823966,4.67149923917796,-1.68928677533417,0.104889036496535,0.431445712151707,-5.04051582055804
"Mthfd2","Mthfd2","Mm_R_NGS_WTA_v1.0","Endogenous","17768","Mthfd2",FALSE,FALSE,-0.255856030535027,4.11810481059588,-1.68919958613761,0.104905950347362,0.431445712151707,-4.97959178503124
"Rusc2","Rusc2","Mm_R_NGS_WTA_v1.0","Endogenous","100213","Rusc2",FALSE,FALSE,-0.20336484408187,5.87152953661913,-1.68889127643058,0.104965777942184,0.431581811806583,-5.07107478976317
"Ankrd13a","Ankrd13a","Mm_R_NGS_WTA_v1.0","Endogenous","68420","Ankrd13a",FALSE,FALSE,-0.207668978795745,7.54962987834434,-1.68879346897392,0.104984763546676,0.431581811806583,-5.02342555512744
"Zfhx3","Zfhx3","Mm_R_NGS_WTA_v1.0","Endogenous","11906","Zfhx3",FALSE,FALSE,-0.240170181460071,4.20901083922999,-1.68869489845829,0.105003900212622,0.431581811806583,-4.99391617001672
"Snrpn","Snrpn","Mm_R_NGS_WTA_v1.0","Endogenous","84704, 52480, 20646","Snhg14, Snrpn, Snurf",FALSE,FALSE,-0.27705051599264,5.94066367265817,-1.70552153184265,0.105062156396258,0.431732364787669,-5.0495241813062
"Fam120b","Fam120b","Mm_R_NGS_WTA_v1.0","Endogenous","67544","Fam120b",FALSE,FALSE,0.212359062616176,6.43191057283255,1.68822742437725,0.105094696747154,0.431777203367657,-5.06032819483113
"Zfp276","Zfp276","Mm_R_NGS_WTA_v1.0","Endogenous","57247","Zfp276",FALSE,FALSE,0.207982224609514,5.05796831689742,1.68776014135443,0.105185522612995,0.431926834031022,-5.07399827825812
"Pcif1","Pcif1","Mm_R_NGS_WTA_v1.0","Endogenous","228866","Pcif1",FALSE,FALSE,0.205139890815353,5.39229719892074,1.68763934937066,0.105209011776757,0.431926834031022,-5.07965932180856
"Gm128","Gm128","Mm_R_NGS_WTA_v1.0","Endogenous","229588","Gm128",FALSE,FALSE,-0.321551960604569,2.95864319517815,-1.68762177595987,0.105212429465697,0.431926834031022,-4.71998446238245
"Mettl9","Mettl9","Mm_R_NGS_WTA_v1.0","Endogenous","59052","Mettl9",FALSE,FALSE,0.229698390953704,6.67030678314215,1.68759486983184,0.105217662370027,0.431926834031022,-5.05329115088443
"Lin7b","Lin7b","Mm_R_NGS_WTA_v1.0","Endogenous","22342","Lin7b",FALSE,FALSE,0.250887202426232,4.09884020831341,1.68720741907092,0.105293041122143,0.43214740541146,-4.99209846544599
"Tcaf3","Tcaf3","Mm_R_NGS_WTA_v1.0","Endogenous","403088","Tcaf3",FALSE,FALSE,0.220204331611872,3.9412428046327,1.68667635405221,0.105396434389278,0.43248284063991,-4.96681528587108
"Rrp8","Rrp8","Mm_R_NGS_WTA_v1.0","Endogenous","101867","Rrp8",FALSE,FALSE,-0.305972913777115,3.43297868998228,-1.68636695023153,0.105456711965925,0.432641253796909,-4.85251471079934
"Pramel15","Pramel15","Mm_R_NGS_WTA_v1.0","Endogenous","627009","Pramel15",FALSE,FALSE,-0.254578676756157,3.49438097425611,-1.68613021282334,0.105502852490099,0.432741615833131,-4.86797620869615
"Nppb","Nppb","Mm_R_NGS_WTA_v1.0","Endogenous","18158","Nppb",FALSE,FALSE,0.219771478212968,3.85099015697177,1.6854996353501,0.105625836508176,0.433157061259803,-4.95232257432744
"Strap","Strap","Mm_R_NGS_WTA_v1.0","Endogenous","20901","Strap",FALSE,FALSE,-0.210996310078264,6.74892405917386,-1.68475780238625,0.105770674459042,0.433579995762752,-5.0541744338409
"Bahd1","Bahd1","Mm_R_NGS_WTA_v1.0","Endogenous","228536","Bahd1",FALSE,FALSE,0.203136620619722,6.17520371475602,1.68474892911588,0.105772407922887,0.433579995762752,-5.07311803755823
"Bcam","Bcam","Mm_R_NGS_WTA_v1.0","Endogenous","57278","Bcam",FALSE,FALSE,-0.24534504265694,4.07629426024614,-1.68447323728542,0.105826278492032,0.433642253433069,-4.98202963595487
"Rab11fip3","Rab11fip3","Mm_R_NGS_WTA_v1.0","Endogenous","215445","Rab11fip3",FALSE,FALSE,-0.224782365513614,4.4894552177254,-1.68444204090911,0.105832375769748,0.433642253433069,-5.03231827499801
"Nceh1","Nceh1","Mm_R_NGS_WTA_v1.0","Endogenous","320024","Nceh1",FALSE,FALSE,-0.225294282433891,6.75551280393692,-1.68433774358398,0.105852762659888,0.433642253433069,-5.05458052771089
"Lilra5","Lilra5","Mm_R_NGS_WTA_v1.0","Endogenous","232801","Lilra5",FALSE,FALSE,0.27265391422315,3.44747682214494,1.68385596370613,0.105946978813678,0.433918474527402,-4.86571251428769
"Defb28","Defb28","Mm_R_NGS_WTA_v1.0","Endogenous","545475","Defb28",FALSE,FALSE,0.247941613358671,3.95832446829929,1.68371379509764,0.105974794650966,0.433918474527402,-4.97431849410686
"Casd1","Casd1","Mm_R_NGS_WTA_v1.0","Endogenous","213819","Casd1",FALSE,FALSE,-0.196961121822091,5.48912648594917,-1.68365961371286,0.105985397074368,0.433918474527402,-5.0822805303842
"Raet1d","Raet1d","Mm_R_NGS_WTA_v1.0","Endogenous","56554","Raet1d",FALSE,FALSE,0.272543004309449,3.37156707214104,1.68343418380267,0.106029519709874,0.433983146055503,-4.84448112549194
"AI597479","AI597479","Mm_R_NGS_WTA_v1.0","Endogenous","98404","AI597479",FALSE,FALSE,0.220947660601291,5.08233282857607,1.68323723050723,0.106068081434454,0.433983146055503,-5.08166583531536
"Mpdz","Mpdz","Mm_R_NGS_WTA_v1.0","Endogenous","17475","Mpdz",FALSE,FALSE,0.235803568707437,3.77856323620003,1.68316481429106,0.106082262876613,0.433983146055503,-4.9421707469746
"Zfp207","Zfp207","Mm_R_NGS_WTA_v1.0","Endogenous","22680","Zfp207",FALSE,FALSE,0.222688303405393,7.36634414102981,1.683134750991,0.106088150716368,0.433983146055503,-5.03710467679391
"Ncaph2","Ncaph2","Mm_R_NGS_WTA_v1.0","Endogenous","52683","Ncaph2",FALSE,FALSE,-0.188493007690743,5.90907155959695,-1.682701197238,0.106173092139672,0.434066065109425,-5.08000947464079
"Dipk2a","Dipk2a","Mm_R_NGS_WTA_v1.0","Endogenous","68861","Dipk2a",FALSE,FALSE,0.258168649239353,5.23841944521747,1.69140773477139,0.106211384714864,0.434066065109425,-5.07555120011378
"Map3k5","Map3k5","Mm_R_NGS_WTA_v1.0","Endogenous","26408","Map3k5",FALSE,FALSE,0.212247663937139,5.49909935819549,1.68236941363797,0.106238133713922,0.434066065109425,-5.08794991618211
"Capn3","Capn3","Mm_R_NGS_WTA_v1.0","Endogenous","12335","Capn3",FALSE,FALSE,-0.262699431714319,3.5675173934366,-1.68236855963303,0.106238301173234,0.434066065109425,-4.88875963846917
"Ifitm10","Ifitm10","Mm_R_NGS_WTA_v1.0","Endogenous","320802","Ifitm10",FALSE,FALSE,0.263873678405402,3.71455964750901,1.68213409562442,0.106284284977028,0.434066065109425,-4.9310021827867
"1700012B07Rik","1700012B07Rik","Mm_R_NGS_WTA_v1.0","Endogenous","69324","1700012B07Rik",FALSE,FALSE,-0.280668373451433,3.50914483096445,-1.68210031634167,0.10629091126149,0.434066065109425,-4.88029494681947
"Wiz","Wiz","Mm_R_NGS_WTA_v1.0","Endogenous","22404","Wiz",FALSE,FALSE,0.222112048995776,4.67253614797054,1.68204850907747,0.106301074668721,0.434066065109425,-5.06037475404861
"Tmem117","Tmem117","Mm_R_NGS_WTA_v1.0","Endogenous","320709","Tmem117",FALSE,FALSE,0.237213329250689,5.92995876418475,1.68215359586003,0.106301149245676,0.434066065109425,-5.08311525699548
"Traip","Traip","Mm_R_NGS_WTA_v1.0","Endogenous","22036","Traip",FALSE,FALSE,-0.262368613750976,3.76193695224384,-1.68187843976428,0.106334444180077,0.434066065109425,-4.93288661199288
"Rhox3g","Rhox3g","Mm_R_NGS_WTA_v1.0","Endogenous","382209, 100135654, 434758, 100135657, 546294, 100861623, 621852","Rhox3a2, Rhox3e, Rhox3f, Rhox3g, Rhox3a, Rhox3c, Rhox3h",FALSE,FALSE,0.298480518101983,4.30619962600513,1.70172764091752,0.106360096267194,0.434066065109425,-5.00334345559859
"Cct6a","Cct6a","Mm_R_NGS_WTA_v1.0","Endogenous","12466","Cct6a",FALSE,FALSE,-0.218375690886838,6.18544230126823,-1.68173776149461,0.106362053534335,0.434066065109425,-5.07527895296746
"Noc2l","Noc2l","Mm_R_NGS_WTA_v1.0","Endogenous","57741","Noc2l",FALSE,FALSE,-0.202184471204517,5.34672800174759,-1.68170062551654,0.106369342809964,0.434066065109425,-5.08480291157616
"Nccrp1","Nccrp1","Mm_R_NGS_WTA_v1.0","Endogenous","233038","Nccrp1",FALSE,FALSE,0.243946249701627,3.78233523930585,1.68152369022197,0.106404078548911,0.434073052336527,-4.94523351026721
"Rpa1","Rpa1","Mm_R_NGS_WTA_v1.0","Endogenous","68275","Rpa1",FALSE,FALSE,-0.209979154345827,4.69458774693282,-1.68145764963527,0.106417046021721,0.434073052336527,-5.05527434622303
"Morn2","Morn2","Mm_R_NGS_WTA_v1.0","Endogenous","378462","Morn2",FALSE,FALSE,-0.238043606660284,4.49784377067824,-1.68135967353866,0.106436286689741,0.434073052336527,-5.03732764982744
"Arpp19","Arpp19","Mm_R_NGS_WTA_v1.0","Endogenous","59046","Arpp19",FALSE,FALSE,-0.215276608096559,7.82575036637037,-1.68124853486282,0.106458115803456,0.434073399874264,-5.02708393301453
"Gtpbp1","Gtpbp1","Mm_R_NGS_WTA_v1.0","Endogenous","14904","Gtpbp1",FALSE,FALSE,0.231070850195274,6.27439095812399,1.68109469684831,0.106488337883458,0.434092046888548,-5.07601739182249
"Ehd2","Ehd2","Mm_R_NGS_WTA_v1.0","Endogenous","259300","Ehd2",FALSE,FALSE,0.205134461266882,4.57225366040253,1.68093758202174,0.106519211195932,0.434092046888548,-5.05332655569902
"Gm30599","Gm30599","Mm_R_NGS_WTA_v1.0","Endogenous","102632554","Gm30599",FALSE,FALSE,0.231215434339282,3.7424006682241,1.68089224181046,0.106528122026773,0.434092046888548,-4.93840085983543
"Cep104","Cep104","Mm_R_NGS_WTA_v1.0","Endogenous","230967","Cep104",FALSE,FALSE,0.201908287455296,5.07650492718121,1.68070928372335,0.106564085665578,0.434092046888548,-5.08520136279015
"Ubqln3","Ubqln3","Mm_R_NGS_WTA_v1.0","Endogenous","244178","Ubqln3",FALSE,FALSE,0.280711836718858,3.42925077949232,1.68067201268439,0.106571413204467,0.434092046888548,-4.86431319710674
"Clmn","Clmn","Mm_R_NGS_WTA_v1.0","Endogenous","94040","Clmn",FALSE,FALSE,-0.219820880905423,7.39832900910572,-1.68038910219415,0.106627047701095,0.434230059823941,-5.04057162753056
"Mx1","Mx1","Mm_R_NGS_WTA_v1.0","Endogenous","17857","Mx1",FALSE,FALSE,0.239608655682184,4.83055018709359,1.67935710655625,0.106847653031433,0.435039709864674,-5.07577363309683
"Zgpat","Zgpat","Mm_R_NGS_WTA_v1.0","Endogenous","229007","Zgpat",FALSE,FALSE,-0.209178812591679,4.80031720558167,-1.67905557813511,0.106889616755088,0.435121822855184,-5.0659752368782
"Ttc14","Ttc14","Mm_R_NGS_WTA_v1.0","Endogenous","67120","Ttc14",FALSE,FALSE,0.21317655099574,6.22229724376788,1.67860836143831,0.106977795432569,0.435179471600545,-5.08122367798018
"Tbl2","Tbl2","Mm_R_NGS_WTA_v1.0","Endogenous","27368","Tbl2",FALSE,FALSE,-0.203638948422267,4.69476536374821,-1.67858505605597,0.106982392290362,0.435179471600545,-5.06049102147675
"Ppp1r21","Ppp1r21","Mm_R_NGS_WTA_v1.0","Endogenous","73825","Ppp1r21",FALSE,FALSE,0.200293758947642,5.34836851411064,1.67857383797407,0.106984605054519,0.435179471600545,-5.09314609700225
"Adam4","Adam4","Mm_R_NGS_WTA_v1.0","Endogenous","11498","Adam4",FALSE,FALSE,0.227151512370582,4.63126883172328,1.67850548937674,0.106998087636189,0.435179471600545,-5.06254930251394
"Dnmt3b","Dnmt3b","Mm_R_NGS_WTA_v1.0","Endogenous","13436","Dnmt3b",FALSE,FALSE,-0.229261439001447,3.82995185881765,-1.67843104185693,0.107012774937989,0.435179471600545,-4.95240665113189
"Sprr1a","Sprr1a","Mm_R_NGS_WTA_v1.0","Endogenous","20753","Sprr1a",FALSE,FALSE,-0.495247164007153,7.24028702351797,-1.79964241696088,0.107131411305232,0.435519900008153,-4.90971886628323
"Phkb","Phkb","Mm_R_NGS_WTA_v1.0","Endogenous","102093","Phkb",FALSE,FALSE,0.215851064786054,5.89390682442726,1.67775722379236,0.107145785976717,0.435519900008153,-5.090383700241
"Adgrf3","Adgrf3","Mm_R_NGS_WTA_v1.0","Endogenous","381628","Adgrf3",FALSE,FALSE,0.224259035494133,3.93980511099815,1.6776754526552,0.1071619370255,0.435519900008153,-4.98011080626769
"Mef2a","Mef2a","Mm_R_NGS_WTA_v1.0","Endogenous","17258","Mef2a",FALSE,FALSE,0.204480368444475,5.72301954962314,1.67747170387979,0.107202189473717,0.43559481141132,-5.09368349988796
"Ffar3","Ffar3","Mm_R_NGS_WTA_v1.0","Endogenous","233080","Ffar3",FALSE,FALSE,-0.219386005162723,4.11546585007119,-1.67735298370003,0.107225649631628,0.435601474073299,-4.99879473596816
"Atp1b1","Atp1b1","Mm_R_NGS_WTA_v1.0","Endogenous","11931","Atp1b1",FALSE,FALSE,0.226182828759447,11.0792811285126,1.67715655211056,0.107264475781563,0.435623179702741,-4.95094560323892
"Serping1","Serping1","Mm_R_NGS_WTA_v1.0","Endogenous","12258","Serping1",FALSE,FALSE,0.266277796589766,4.77302793004219,1.68725904931695,0.107345201316278,0.435623179702741,-5.06328556654495
"Acadvl","Acadvl","Mm_R_NGS_WTA_v1.0","Endogenous","11370","Acadvl",FALSE,FALSE,-0.214111340962242,8.12489200092359,-1.67673504856384,0.107347829167819,0.435623179702741,-5.02573113896764
"Lim2","Lim2","Mm_R_NGS_WTA_v1.0","Endogenous","233187","Lim2",FALSE,FALSE,-0.255164130065983,3.57839142841903,-1.67666367379445,0.107361949126297,0.435623179702741,-4.90261746658955
"Cep72","Cep72","Mm_R_NGS_WTA_v1.0","Endogenous","74470","Cep72",FALSE,FALSE,-0.253638115629538,3.81770593248078,-1.67665645586352,0.10736337712562,0.435623179702741,-4.9525867373054
