"","NGenes","PropDown","PropUp","Direction","PValue","FDR","PValue.Mixed","FDR.Mixed"
"BIOCARTA_RNA_PATHWAY",9,0.111111111111111,0.555555555555556,"Up",0.0599,0.203072727272727,0.053,0.1059
"BIOCARTA_CLASSIC_PATHWAY",11,0,0.272727272727273,"Up",0.0378,0.196607547169811,0.0536,0.106256692913386
"BIOCARTA_BIOPEPTIDES_PATHWAY",28,0.0357142857142857,0.464285714285714,"Up",0.0386,0.196607547169811,0.0545,0.1071984375
"BIOCARTA_IL3_PATHWAY",15,0.0666666666666667,0.333333333333333,"Up",0.1,0.251874,0.0553,0.10793023255814
"BIOCARTA_TFF_PATHWAY",25,0.08,0.32,"Up",0.0199,0.17761935483871,0.0566,0.107959090909091
"BIOCARTA_TOLL_PATHWAY",24,0.0833333333333333,0.291666666666667,"Up",0.0948,0.243642857142857,0.056,0.107959090909091
"BIOCARTA_EGF_PATHWAY",28,0.0714285714285714,0.285714285714286,"Up",0.1471,0.280731818181818,0.0562,0.107959090909091
"BIOCARTA_EGFR_SMRTE_PATHWAY",11,0.181818181818182,0.272727272727273,"Up",0.0425,0.196875,0.0589,0.111505263157895
"BIOCARTA_AGR_PATHWAY",31,0.161290322580645,0.258064516129032,"Up",0.0362,0.196607547169811,0.0607,0.111744525547445
"BIOCARTA_GPCR_PATHWAY",28,0.0357142857142857,0.285714285714286,"Up",0.1233,0.262905882352941,0.0608,0.111744525547445
"BIOCARTA_EPONFKB_PATHWAY",11,0.0909090909090909,0.272727272727273,"Up",0.2166,0.347583439490446,0.0604,0.111744525547445
"BIOCARTA_CPSF_PATHWAY",6,0.166666666666667,0,"Down",0.8377,0.902234745762712,0.0602,0.111744525547445
"BIOCARTA_MEF2D_PATHWAY",15,0.0666666666666667,0.133333333333333,"Up",0.2944,0.409223076923077,0.0626,0.112148936170213
"BIOCARTA_EEA1_PATHWAY",6,0.166666666666667,0.166666666666667,"Up",0.3692,0.472212182741117,0.062,0.112148936170213
"BIOCARTA_ARF_PATHWAY",16,0.1875,0.25,"Up",0.8981,0.946897907949791,0.0625,0.112148936170213
"BIOCARTA_VOBESITY_PATHWAY",8,0.25,0.25,"Down",0.9606,0.972122891566265,0.0628,0.112148936170213
"BIOCARTA_CALCINEURIN_PATHWAY",17,0.0588235294117647,0.176470588235294,"Up",0.0614,0.203072727272727,0.0649,0.115085915492958
"BIOCARTA_HBX_PATHWAY",7,0,0.428571428571429,"Up",0.0636,0.205315384615385,0.0659,0.116043356643357
"BIOCARTA_HER2_PATHWAY",23,0.0434782608695652,0.304347826086957,"Up",0.051,0.203072727272727,0.0692,0.1210125
"BIOCARTA_ASBCELL_PATHWAY",10,0.1,0.2,"Up",0.2001,0.338339597315436,0.0699,0.121394482758621
"BIOCARTA_GATA3_PATHWAY",14,0,0.285714285714286,"Up",0.1086,0.262905882352941,0.075,0.129365753424658
"BIOCARTA_CDMAC_PATHWAY",15,0.0666666666666667,0.333333333333333,"Up",0.13,0.26842131147541,0.0771,0.132085714285714
"BIOCARTA_PAR1_PATHWAY",19,0,0.315789473684211,"Up",0.019,0.17761935483871,0.0792,0.133864429530201
"BIOCARTA_SKP2E2F_PATHWAY",9,0.222222222222222,0.111111111111111,"Down",0.1669,0.30033,0.0788,0.133864429530201
"BIOCARTA_HCMV_PATHWAY",17,0.0588235294117647,0.529411764705882,"Up",0.0477,0.198551612903226,0.0798,0.13398
"BIOCARTA_PTEN_PATHWAY",17,0.117647058823529,0.411764705882353,"Up",0.1707,0.304991489361702,0.0814,0.135762913907285
"BIOCARTA_COMP_PATHWAY",16,0,0.1875,"Up",0.0938,0.243556701030928,0.0841,0.138435294117647
"BIOCARTA_IRES_PATHWAY",6,0.333333333333333,0.166666666666667,"Down",0.3509,0.462901570680628,0.0836,0.138435294117647
"BIOCARTA_DEATH_PATHWAY",30,0.1,0.266666666666667,"Up",0.2088,0.341590909090909,0.0849,0.138845454545455
"BIOCARTA_NTHI_PATHWAY",22,0.0454545454545455,0.363636363636364,"Up",0.0823,0.2303,0.086,0.139738064516129
"BIOCARTA_AKAP13_PATHWAY",9,0,0.444444444444444,"Up",0.0451,0.198341379310345,0.087,0.140457692307692
"BIOCARTA_IL7_PATHWAY",16,0,0.25,"Up",0.006,0.1031625,0.0896,0.14167125
"BIOCARTA_SPRY_PATHWAY",16,0.0625,0.375,"Up",0.1427,0.274410687022901,0.0898,0.14167125
"BIOCARTA_HES_PATHWAY",12,0.166666666666667,0,"Down",0.3598,0.469725388601036,0.09,0.14167125
"BIOCARTA_FIBRINOLYSIS_PATHWAY",11,0.181818181818182,0.272727272727273,"Up",0.6157,0.718258333333333,0.0886,0.14167125
"BIOCARTA_VIP_PATHWAY",24,0.0416666666666667,0.208333333333333,"Up",0.0766,0.22965,0.0915,0.143139130434783
"BIOCARTA_GH_PATHWAY",28,0,0.357142857142857,"Up",0.0335,0.196607547169811,0.0933,0.145055555555556
"BIOCARTA_IL2_PATHWAY",23,0.0869565217391304,0.260869565217391,"Up",0.1169,0.262905882352941,0.0942,0.145557055214724
"BIOCARTA_CTCF_PATHWAY",24,0,0.333333333333333,"Up",0.028,0.188668421052632,0.0954,0.146513414634146
"BIOCARTA_ERK_PATHWAY",26,0.115384615384615,0.269230769230769,"Up",0.0747,0.226648192771084,0.0966,0.147458181818182
"BIOCARTA_CREB_PATHWAY",20,0,0.45,"Up",0.0817,0.2303,0.0979,0.148543373493976
"BIOCARTA_IL10_PATHWAY",12,0,0.25,"Up",0.2201,0.34783875,0.0992,0.149615568862275
"BIOCARTA_FREE_PATHWAY",8,0.125,0.25,"Up",0.2742,0.397044827586207,0.1,0.149925
"BIOCARTA_PKC_PATHWAY",7,0,0.285714285714286,"Up",0.0041,0.10206,0.1048,0.1503
"BIOCARTA_CBL_PATHWAY",11,0.0909090909090909,0.363636363636364,"Up",0.0207,0.17761935483871,0.1065,0.1503
"BIOCARTA_NKT_PATHWAY",27,0.0740740740740741,0.259259259259259,"Up",0.0285,0.188668421052632,0.1032,0.1503
"BIOCARTA_NO2IL12_PATHWAY",15,0.0666666666666667,0.133333333333333,"Up",0.041,0.196607547169811,0.1074,0.1503
"BIOCARTA_RAS_PATHWAY",21,0,0.476190476190476,"Up",0.0526,0.203072727272727,0.1085,0.1503
"BIOCARTA_TCR_PATHWAY",41,0.024390243902439,0.219512195121951,"Up",0.0919,0.243556701030928,0.1047,0.1503
"BIOCARTA_STAT3_PATHWAY",8,0,0.5,"Up",0.0958,0.243727272727273,0.108,0.1503
"BIOCARTA_TERC_PATHWAY",6,0,0.333333333333333,"Up",0.1109,0.262905882352941,0.1015,0.1503
"BIOCARTA_NFAT_PATHWAY",47,0.0425531914893617,0.234042553191489,"Up",0.1193,0.262905882352941,0.1083,0.1503
"BIOCARTA_PDGF_PATHWAY",29,0.0344827586206897,0.275862068965517,"Up",0.1418,0.274410687022901,0.1079,0.1503
"BIOCARTA_IL4_PATHWAY",11,0,0.181818181818182,"Up",0.1972,0.338339597315436,0.1084,0.1503
"BIOCARTA_AKT_PATHWAY",21,0.0952380952380952,0.19047619047619,"Up",0.2188,0.34783875,0.1086,0.1503
"BIOCARTA_PITX2_PATHWAY",15,0.0666666666666667,0.133333333333333,"Down",0.69,0.771930396475771,0.1032,0.1503
"BIOCARTA_PS1_PATHWAY",14,0.0714285714285714,0.142857142857143,"Up",0.9577,0.972122891566265,0.1051,0.1503
